type	name	kingdom	P156N_rna	P160N_rna	P180N_rna	P193N_rna	P198N_rna	P207N_rna	P223N_rna	P229N_rna	P268N_rna	P270N_rna	P303N_rna	P326N_rna	P368N_rna	P394N_rna
genus	Frondihabitans	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009861896590587	0.0	0.0	0.0
genus	Fusarium	Fungi	0.0	0.0	0.0	0.0	0.0	0.0	0.0038402933074567	0.0	0.0	0.0	0.0361458233838222	0.0	0.0	0.0003423436202334
genus	Fusicatenibacter	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0597378958937711	0.0216075126351932	0.0	0.0	0.0	0.0006853901015858	0.0	0.0
genus	Fusobacterium	Bacteria	2.8329549961513325	1.967353506869545	11.999212050689682	1.685555581456805	1.3790506426715208	0.4512602476560419	29.220365077181764	0.993945581218891	8.971083745539628	0.7786712123933074	5.66790810371532	0.7707211692333246	0.2076632007909628	1.054418350319122
genus	Gardnerella	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0227049181210587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Gemella	Bacteria	7.681595953341776	3.963686034298543	4.481820778912341	0.3264280175356489	2.898560147096624	1.1494364798785977	1.2502288212053527	1.177609438618034	3.246677926957199	0.6544865793823058	1.3243343693568488	0.0178201426412329	0.0	1.2276442221572637
genus	Geminicoccus	Bacteria	0.0	0.0	0.003110215668919	0.011870109728569	0.0	0.0056762295302646	0.0	0.0	0.0034175557125865	0.0	0.0	0.0	0.0	0.0
genus	Geminocystis	Bacteria	0.0317623242345556	0.0	0.0	0.0	0.0	0.0	0.0042669925638407	0.0108037563175966	0.0	0.0	0.0	0.0	0.0	0.0112973394677048
genus	Gemmata	Bacteria	0.0	0.0	0.006220431337838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Gemmatimonas	Bacteria	0.0	0.0096596735198177	0.0	0.0	0.0	0.0	0.0	0.007202504211731	0.013670222850346	0.0	0.0	0.0	0.0346105334651604	0.0
genus	Gemmobacter	Bacteria	0.0015881162117277	0.0107329705775752	0.0136734145630978	0.0016549672217716	0.0	0.0060546448322823	0.0010667481409601	0.0092185897923652	0.0010792281197641	0.0218031426578108	0.0	0.0	0.0	0.0015063119290273
genus	Geoalkalibacter	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049443619235943	0.0030484884277933
genus	Geobacillus	Bacteria	0.0064135462396698	0.0	0.0111967764081085	0.0	0.0574604434446467	0.0034057377181588	0.0	0.0039890792557279	0.0030188408794514	0.0008390853581824	0.009112392449703	0.0	0.0	0.0
genus	Geobacter	Bacteria	0.0	0.0032198911732725	0.0	0.0	0.0	0.0	0.0042669925638407	0.0007202504211731	0.013670222850346	0.0	0.0	0.0	0.028018050900368	0.0030484884277933
genus	Geodermatophilus	Bacteria	0.0048865114207008	0.0128795646930903	0.0041469542252253	0.0	0.0	0.0056762295302646	0.0	0.0	0.0	0.0127284029645053	0.0	0.0	0.0	0.0
genus	Geopsychrobacter	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056805464765141	0.0	0.0	0.0	0.0	0.0	0.0
genus	Georgenia	Bacteria	0.0	0.0	0.0	0.0	0.0063844937160718	0.0	0.0	0.0	0.0	0.0019832926647948	0.003037464149901	0.0046035368489851	0.0	0.0
genus	Gilliamella	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0042669925638407	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Gillisia	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075315596451365
genus	Gilvimarinus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0089100713206164	0.0	0.0
genus	Glaciecola	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005241218423892	0.0	0.0
genus	Glaciibacter	Bacteria	0.0	0.0020636670937429	0.0	0.0002070367975913	0.0006384493716071	0.0012613843400588	0.0003149446892358	0.0023040619602442	0.0007410876100177	0.0010183771013838	0.0131285908525904	0.0	0.0	0.0012990038478859
genus	Gloeocapsa	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012004173686218	0.0	0.0	0.0	0.0	0.0	0.0
genus	Glycomyces	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0028381147651323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Gordonia	Bacteria	0.767744111208032	1.4566552075307957	0.1171514568626172	0.6160819696376915	0.1362843850930723	0.1332337209187126	0.1188193313931052	1.001709771404346	0.1093617828027687	0.398658776843125	0.3233211839561318	0.0	0.0	3.1741310482809726
genus	Gracilibacillus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006074928299802	0.0	0.0	0.0
genus	Granulicatella	Bacteria	0.3336967915269069	0.5630563542888628	0.3454946499609045	0.1323229507439192	1.2284275095951025	0.366553091208702	0.2036371403562496	0.0774338457609282	0.6794755797617317	0.1803039731572794	0.6674173419951088	0.0336461264630898	0.1384421338606419	0.4005754026810914
genus	Guillardia	Eukaryota	0.0445894167138955	0.0160994558663628	0.05391040492793	0.0148376371607113	0.0191534811482155	0.0056762295302646	0.0170679702553631	0.0	0.0119614449940528	0.0033563414327297	0.0	0.0	0.0	0.0822195261260744
genus	Gulbenkiania	Bacteria	0.0	0.0098130016709259	0.0	0.0	0.0	0.0	0.0	0.0009003130264663	0.0	0.0	0.0	0.0	0.0	0.0
genus	Haematobacter	Bacteria	0.0009773022841401	0.0	0.0086092794163203	0.0053643765119494	0.0	0.0022704918121058	0.0021334962819203	0.0109792019330106	0.0007194854131761	0.0085666619425864	0.0	0.0	0.0	0.0067784036806229
genus	Haemophilus	Bacteria	1.9133833540814384	1.0072739558903268	0.6166817143926244	0.3389410915411822	0.6107300280565738	19.531186148825324	2.5122934670223125	1.0812759447861304	1.0135331058294104	0.4347021545623845	5.528369170286122	3.5140525746429176	0.4903158907564401	0.2089380171554974
genus	Haliangium	Bacteria	0.0109946506965769	0.0	0.006220431337838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Haliea	Bacteria	0.0348862011785037	0.0064397823465451	0.0020734771126126	0.0211471657247661	0.0281297752895023	0.0	0.0051203910766089	0.0297103298733907	0.0023922889988105	0.0196345973814691	0.0006074928299802	0.0	0.0	0.001255259940856
genus	Halioglobus	Bacteria	0.0445370612343879	0.0	0.0	0.0097716439015541	0.0048795773401406	0.0	0.0019201466537283	0.0063021911852647	0.0006835111425173	0.0546524263296164	0.0006074928299802	0.0	0.0	0.0025105198817121
genus	Halobacteriovorax	Bacteria	0.0	0.0	0.0	0.0089025822964267	0.0	0.008514344295397	0.0085339851276815	0.0	0.0	0.0033563414327297	0.0	0.0	0.0	0.0
genus	Haloferula	Bacteria	0.0073297671310513	0.0	0.0186612940135142	0.0	0.0	0.0198668033559263	0.0085339851276815	0.0108037563175966	0.0239228899881056	0.0	0.0	0.0	0.0	0.0
genus	Halogranum	Archaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0178201426412329	0.0	0.0
genus	Halolamina	Archaea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014405008423462	0.0	0.0	0.0	0.0115454049151296	0.0	0.0
genus	Halomonas	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0057620033693848	0.0043496163614737	0.0	0.0	0.0999741974203281	0.0	0.0
genus	Halothiobacillus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0267302139618494	0.0	0.0
genus	Helicobacter	Bacteria	0.0146595342621026	0.4153659613521625	0.0186612940135142	0.0059350548642845	0.0	0.034057377181588	0.1877476728089949	8.326094868761146	0.0888564485272496	0.0704831700873252	0.0637867471479216	0.0	0.0	0.0527209175159561
genus	Herbaspirillum	Bacteria	0.0356715333711164	0.0202397805770457	0.0122833190715315	0.0097447641240891	0.0	0.0070346434349434	0.0227572936738175	0.0221677074072168	0.0183218959035888	0.0	0.0063786747147921	0.0217182988440026	0.0	0.0420362644479547
genus	Herbiconiux	Bacteria	0.0018387350171682	0.0001609945586636	0.0	0.0	0.0001773470476686	0.0	0.0	0.0	0.0	0.0026850731461838	0.0009861896590587	0.0	0.0	0.0
genus	Herminiimonas	Bacteria	0.0085513949862265	0.0	0.0	0.0491746328882166	0.0	0.0	0.0	0.0005144645865522	0.0	0.0	0.0	0.0	0.0	0.0
genus	Hoeflea	Bacteria	0.0253284175306328	0.0	0.0	0.0001541572692021	0.0	0.0	0.0056893234184543	0.0	0.0	0.0020654408816798	0.0	0.0	0.0	0.0025105198817121
genus	Holdemanella	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075315596451365
genus	Humibacillus	Bacteria	0.0082057145766577	0.0029794920585259	0.0085275284907613	0.0	0.0	0.0055373008354679	0.0041723557823789	0.0028625337251751	0.0056923792739009	0.0	0.0009346043538157	0.0	0.0	0.0
genus	Humibacter	Bacteria	0.0022794465206792	0.0279578011495977	0.0040580909203991	0.0176377656095019	0.0085029848127684	0.0068806977476623	0.0206441164041059	0.0453926135029978	0.0087056372332542	0.0520679048892827	0.142321322673474	0.0	0.0	0.0531770234481298
genus	Hyalangium	Bacteria	0.0006108139275876	0.0	0.0	0.0	0.0	0.0	0.0	0.0014405008423462	0.0017087778562932	0.0100690242981893	0.0006749920333113	0.0	0.0	0.0
genus	Hydrocarboniphaga	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0085339851276815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Hydrogenophaga	Bacteria	0.0938438681593001	0.0438336738524298	0.0326609783306955	0.1767825804728152	0.0032789084615815	0.0518707725204151	0.0128906203924434	0.0213433268282479	0.0080220946446961	0.0091493094523247	0.0016660030640366	0.0	0.000910803512241	0.0030057821492038
genus	Hydrotalea	Bacteria	0.0	0.0	0.0	0.0534154937785607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Hylemonella	Bacteria	0.0058156847834797	0.0007602520825782	0.0012967460037609	0.0	0.0006384493716071	0.0003153460850147	0.0	0.013639014141523	0.001283727020355	0.0	0.000151873207495	0.0	0.0	0.0020856626709609
genus	Hymenobacter	Bacteria	0.0073297671310513	0.0	0.0	0.0237402194571381	0.0255379748642874	0.025543032886191	0.0085339851276815	0.0288100168469243	0.006835111425173	0.4967385320440065	0.0273371773491092	0.0178201426412329	0.0	0.0
genus	Hyphomicrobium	Bacteria	0.018074539402706	0.0	0.0093306470067571	0.0890931895594878	0.0	0.017028688590794	0.0	0.0616214249225882	0.0206951984817739	0.0185997254397108	0.0	0.0	0.0	0.0
genus	Hyphomonas	Bacteria	0.0	0.0	0.0	0.0771557132356988	0.0	0.0	0.0	0.0	0.0	0.013425365730919	0.006074928299802	0.0	0.0346105334651604	0.0
genus	Hypomyces	Fungi	0.0	0.0	0.0014810550804376	0.000423932490306	0.0	0.0	0.0	0.0	0.0	0.0033563414327297	0.0	0.0	0.0	0.0043322770036689
genus	Ideonella	Bacteria	0.0131607671306415	0.004725402061182	0.0	0.033874972433388	0.0070665357361094	0.0074836965750353	0.0024119946310755	0.0119029889122225	0.0013114764043461	0.0218723640893904	0.0007823771295199	0.0	0.0	0.0102486520280382
genus	Idiomarina	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005241218423892	0.0	0.0
genus	Ignavibacterium	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0346105334651604	0.0
genus	Ilumatobacter	Bacteria	0.0	0.0	0.0093306470067571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Ilyobacter	Bacteria	0.1539251097520775	0.0064397823465451	0.003110215668919	0.0059350548642845	0.0223457280062515	0.0	0.0	0.0216075126351932	0.0	0.1611043887710291	0.0121498565996041	0.0	0.0	0.0225946789354097
genus	Ilyonectria	Fungi	0.0	0.0	0.0	0.0	0.0	0.0	0.000426699256384	0.0	0.0	0.0	0.0033412105648911	0.0	0.0	0.0
genus	Immundisolibacter	Bacteria	0.0241271501397105	0.0019319347039635	0.0	0.0	0.0	0.0	0.0	0.0333115819792563	0.0	0.0306545850855985	0.0	0.0022275178301541	0.0	0.0148479318718407
genus	Intestinibacter	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0742505943384705	0.0	0.0338920184031146
genus	Intestinimonas	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014001540646683	0.0	0.0
genus	Intrasporangium	Bacteria	0.0242298474264368	0.0083202376441185	0.0198468458081475	0.000659450540476	0.0	0.0123359860109947	0.009198110077526	0.0104066951879755	0.013681116158189	0.0	0.0018692087076314	0.0	0.0	0.0
genus	Janibacter	Bacteria	0.0605195171698272	0.0303200868476189	0.0578345794693777	0.0019783516214281	0.0021281645720239	0.0379856096542934	0.0395607490055399	0.031392083427158	0.0409600563979655	0.0	0.0090233825112444	0.0	0.0	0.0
genus	Jannaschia	Bacteria	1.244028170653123	0.6161220917717287	0.3766021106591621	2.430589114732004	0.4863939352292485	0.2184530102627893	0.1489691553049812	0.727525971584055	0.0994395627291133	1.4273660127581869	0.1440032444446898	0.1245066090074192	1.270622930326377	1.7526187814357903
genus	Janthinobacterium	Bacteria	0.0423468570083238	0.0306603227087206	0.0111177868038185	0.096846865414653	0.0455240127022178	0.0203824461850493	0.0375901725862165	0.2196330117314319	0.019444389782326	0.0125303413488578	0.0495639198849759	0.003786780311262	0.0	0.0664869348673446
genus	Jatrophihabitans	Bacteria	0.0	0.0096596735198177	0.0	0.0	0.0	0.0	0.0003879084148946	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Jeotgalibaca	Bacteria	0.0	0.0	0.001419744197047	0.0	0.0	0.0	0.0	0.0004801669474487	0.0008324815197326	0.0068028409991836	0.0007593660374752	0.0	0.0	0.0
genus	Jeotgalicoccus	Bacteria	0.0	0.0	0.006220431337838	0.0148376371607113	0.0	0.0	0.0	0.0	0.0	0.0939775601164336	0.0182247848994061	0.0	0.0	0.0
genus	Jiangella	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010938683616791	0.0	0.0	0.0	0.0
genus	Johnsonella	Bacteria	0.0	0.0	0.0	0.0	0.0095767405741077	0.008514344295397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Kaistia	Bacteria	0.0	0.002146594115515	0.0002073477112612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Kerstersia	Bacteria	0.0	0.0008173569901384	0.0	0.0	0.0	0.0003153460850147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Ketogulonicigenium	Bacteria	0.0	0.0	0.0	0.000329725270238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Kibdelosporangium	Bacteria	0.0	0.0005366485288787	0.0	0.0025480797893183	0.0013231631904322	0.0	0.0	0.0017646788903515	0.0	0.0048075195874389	0.0	0.0	0.0	0.0037984798714477
genus	Kineococcus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007573560622524	0.0	0.0
genus	Kingella	Bacteria	0.0149678498636468	0.0083717170505087	0.0094046094525423	0.0318969945946931	0.035818569867808	0.0042098702349463	0.0983897368678956	0.0049617251236369	0.0123601598271879	0.0067391371599601	0.1175116290647126	0.0043465155608904	0.0	0.000941444955642
genus	Kitasatospora	Bacteria	0.0003664883565525	0.0005159584651147	0.0	0.0002967527432142	0.0002902042598214	0.0	0.0	0.0	0.0003417555712586	0.0	0.0	0.0	0.0	0.0
genus	Klebsiella	Bacteria	0.0	0.0005366485288787	0.0049281241383793	0.0003947226982326	0.003244296383682	0.0004166359438489	0.001078218551078	0.001506249115944	0.0006835111425173	0.011305417210931	0.0557845847385565	0.0	0.0	0.0
genus	Kluyvera	Bacteria	0.0	0.0	3.34431792356886e-05	0.0	0.0001221940647123	0.0	9.176328094281268e-05	0.0	0.0	0.0001240317318243	0.0007954540498116	0.0	0.0	0.0
genus	Knoellia	Bacteria	0.0471865047830319	0.0151608586300427	0.0474627231223301	0.0026378021619042	0.0	0.0287376840466434	0.0315851062614691	0.0240347001912935	0.0292057709325996	0.0	0.0089454988150931	0.0	0.0	0.0
genus	Kocuria	Bacteria	0.5561825245885678	0.4735003298448433	0.6668450499670471	0.2313270064672453	0.4303148764632432	8.299209565019881	1.9397849790281292	0.5372496514633005	0.4963714876222546	0.2109460590470663	3.0735629649111007	1.6632292240233857	0.3316842790411213	0.0885795098264119
genus	Kosakonia	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003256723992945	0.0001265610062458	0.0	0.0	0.0
genus	Kribbella	Bacteria	0.0073297671310513	0.0096596735198177	0.0217715096824333	0.0	0.0	0.017028688590794	0.0170679702553631	0.007202504211731	0.0	0.0	0.003037464149901	0.0	0.0	0.0
genus	Kryptoperidinium	Eukaryota	0.0541855414957491	0.0180313905703264	0.0039176150900424	0.0033137389658921	0.0017025316576191	0.000709528691283	0.0027735451664965	0.0445722004382442	0.0041010668551038	0.0399964020733631	0.0	0.0	0.0	0.0005379685460811
genus	Ktedonobacter	Bacteria	0.0	0.0	0.006220431337838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Kurthia	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000156907492607
genus	Kutzneria	Bacteria	0.0	0.0002683242644393	0.0	0.0012740398946591	0.001241990114859	0.0	0.0	0.0008823394451757	0.0	0.0024037597937194	0.0	0.0	0.0	0.0018992399357238
genus	Labrenzia	Bacteria	0.0078284762726151	0.0	0.0016587816900901	0.0044383888550301	0.0	0.0	0.0	0.0001800626052932	0.0	0.0	0.0	0.0	0.0	0.0
genus	Lachnoanaerobaculum	Bacteria	0.0879572055726157	0.2382719468221707	0.7257169894144436	0.0435237356714198	0.4767088641333654	0.0775751369136172	0.7993499402928419	0.0408141905331428	0.5285819502133826	0.013425365730919	0.3867704350873976	0.0237601901883105	0.0461473779535473	0.1079523549136243
genus	Lachnoclostridium	Bacteria	0.0003664883565525	0.0032198911732725	0.003110215668919	0.0048222320772311	0.0786621339623028	0.0	0.0	0.0	0.0	0.0	0.0127658458328008	0.0012793948562936	0.0	0.0138795884888945
genus	Lacimicrobium	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024008347372436	0.0	0.0167817071636488	0.0	0.0005241218423892	0.0	0.0
genus	Lacinutrix	Bacteria	0.0036648835655256	0.0	0.0	0.0	0.0	0.0	0.0021334962819203	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Lactobacillus	Bacteria	0.0329839520897309	0.0611779322921789	0.0217715096824333	0.0	0.0063844937160718	0.0964959020144995	0.0128009776915223	0.565396580620891	0.006835111425173	0.0100690242981893	0.006074928299802	0.0	0.0	0.0075315596451365
genus	Lactococcus	Bacteria	0.0036648835655256	0.0064397823465451	0.1959435871418997	0.0178051645928535	0.0031922468580359	0.0056762295302646	0.0	0.0	0.0102526671377595	0.0	0.0	0.0	0.0	0.0
genus	Lacunisphaera	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0056762295302646	0.0085339851276815	0.007202504211731	0.006835111425173	0.0	0.0	0.0	0.0	0.0
genus	Lagierella	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167817071636488	0.0	0.0	0.0	0.0
genus	Lampropedia	Bacteria	0.0139656602332856	0.0015969716661579	0.005070806621573	0.0048354591819855	0.0011751677993868	0.0024664568792221	0.0035188834779726	0.002654769180606	0.0131114612591963	0.0039846212356741	0.0021729551226215	0.0	0.0	0.0027475264421564
genus	Lascolabacillus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006074928299802	0.0	0.0	0.0
genus	Lawsonella	Bacteria	0.3518288222904631	0.1352354292774482	0.0217715096824333	0.2522398317320923	0.3671083886741318	0.0312192624164557	0.0384029330745671	0.1224425715994286	0.006835111425173	0.1006902429818932	0.0668242112978226	0.0	0.0	0.0
genus	Leeia	Bacteria	0.0	6.571206476066478e-05	0.0	0.0	0.0001182313651124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Legionella	Bacteria	0.0256541849586795	0.0032198911732725	0.0265564568653856	0.0	0.0	0.0	0.0	0.0	0.0125310376128172	0.0	0.0	0.0	0.0	0.0
genus	Leifsonia	Bacteria	0.1231497781579568	0.1441144198654785	0.0376089253425797	0.1259428394031375	0.0420505972481278	0.0164263446054105	0.0525297263127114	0.208292709479865	0.0609362490260256	0.2270635049289461	0.5705595589693014	0.0019800158490258	0.0	0.2510412608880968
genus	Leisingera	Bacteria	1.8637973296408463	0.9909013282634682	0.578013433843598	3.421101865247081	0.7568592028903575	0.3290947441649724	0.2232947260100442	1.2022690477568467	0.1581114294244593	2.122308501486214	0.2347060768653832	0.1743134935285131	1.808357057563424	2.780339948758923
genus	Lelliottia	Bacteria	0.0	0.0001788828429595	0.0016204125933026	0.0003302112323164	0.0011529841818396	0.000324952825286	0.0003288184233784	0.0006128907957515	0.0002278370475057	0.0029899594386323	0.0199291384933254	0.0	0.0	0.0
genus	Lentzea	Bacteria	0.0014659534262102	0.0	0.0	0.0080452945364966	0.0004256329144047	0.0	0.0	0.0010244941335651	0.0	0.0009597117938612	0.0	0.0	0.0	0.0039002719590885
genus	Leptothrix	Bacteria	0.0155692167816961	0.004376794485108	0.0022496173894726	0.0307856509238744	0.0043453293899803	0.0013647075198783	0.0010039982503154	0.00557396160332	0.0005701291267255	0.0156420756457129	0.0008426664568551	0.0004242891105055	0.001098747094132	0.0028021315853726
genus	Leptotrichia	Bacteria	0.0806274384415644	0.1513348851438111	0.6313737807905657	0.011870109728569	0.1181131337473293	0.0368954919467204	0.2730875240858108	0.0180062605293277	0.1230320056531149	0.0	0.0485994263984164	0.1247409984886305	0.0	0.3464517436762829
genus	Leucobacter	Bacteria	0.0	0.0	0.0	0.0005935054864284	0.0	0.0	0.0	0.0001000347807184	0.0	0.0	0.0	0.0	0.0	0.0
genus	Libanicoccus	Bacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0222751783015411	0.0	0.026360458757978
genus	Lichtheimia	Fungi	0.0	0.0	0.0	0.0	0.0	0.0014190573825661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
genus	Limnobacter	Bacteria	0.0	0.0005854347587768	0.0018142924735361	0.0029675274321422	0.0	0.0	0.0	0.0036012521058655	0.0008543889281466	0.0	0.0003037464149901	0.0	0.0	0.0
